,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.15250298027249887,0.43168850394059877,0.6025517213449649,0.6653883165343093,0.18315404673145436,-0.0681148985251157,-0.05213990997226324,-0.037104901964475495,-0.027838201134784735,-0.02033909741608114,3.1240412017848095e-05,-0.00044503851588309853,-0.0005760536066970305,0.0013056936774002534,0.002589592760888619,0.003998351178521532,0.00842283972777995,0.021551246312340143,-0.18105193375261316,-0.08732916985079238,-0.17702044802134023,-0.12422246700110895,0.14393214528396484,-0.01283494355548289,-0.004490701608816402,-0.003985244997459812,0.1115368024685668,0.18316380180610667,0.1426304123823778,0.2729408096806041,10.0
1,0.48833861836021125,0.15081168404856538,0.28703693406044806,0.527806992385821,-0.05201315930953811,-0.05010789034832453,-0.03750528318758572,-0.021083365864556076,-0.014929881340398079,-0.006821384879005991,6.926812855053885e-06,-0.00041718152511518026,-0.0006028924458584108,0.0012003015387650625,0.002456033568382059,-0.0002997584081771514,0.008246169313056015,0.024368976823887768,-0.18705225381437446,-0.08758515859673256,-0.17593696433174053,-0.12389206464980322,0.14564130175145895,-0.013940715151468308,-0.0025224360360677203,-0.003871241974747201,0.10769353251121903,0.18005658330054394,0.14741487773425332,0.31119736026275713,10.0
2,-0.12070918883062244,-0.02111699254230654,0.02497778492238068,0.052108561463509506,-0.11797093400517687,-0.008435389312009598,-0.056957833770943926,-0.0442570280159028,-0.03520926966294655,-0.0395415782465946,3.564897858180021e-05,-0.00039485907764018075,-0.0006972991904667179,0.0018185586198258298,0.0024695158466477665,0.004077222588535062,-0.04895691540647794,-0.08538318623574641,-0.30414687077372726,-0.08831518243369382,-0.17961866834286486,-0.12321531398873431,0.16535678273975363,-0.011341644327325675,-0.007424509523748512,-0.0027640238629661044,0.11473330941116157,0.1807383209311985,0.15510878127306393,0.8514757092606601,5.0
3,-0.21533581862121903,-0.16785345581729427,-0.14693428213439616,-0.16029097929424022,-0.11797093400517687,-0.08624174325091312,-0.072247262822371,-0.05813904528451763,-0.048915567332562845,-0.0395415782465946,5.411690687626376e-05,-0.0004705169490359946,-0.0005883264872374831,0.0017223157934543967,0.0024501914411881503,0.002159365014559307,0.008140075533299684,0.018100643095688214,-0.0661273465761955,-0.08500934024773478,-0.17774251381563416,-0.1209430260029379,0.1746259881691884,-0.010606040679606892,0.00028180817354588413,0.00042152510637672504,0.10592033695037924,0.193254939463605,0.12879229146986187,0.0077868342649857055,15.0
4,-0.21533581862121903,-0.16785345581729427,-0.14693428213439616,-0.16029097929424022,-0.11797093400517687,-0.08624174325091312,-0.072247262822371,-0.05813904528451763,-0.048915567332562845,-0.0395415782465946,8.869898041625354e-05,-0.00044517164451940867,-0.0004550583827884727,0.0004245225224717423,0.0025034027577211836,-0.012979381236858626,0.013280962672288999,0.006368343647952411,-0.12597808756531417,-0.08598880880168981,-0.19518883604109738,-0.11945530186182562,0.1775441647657563,-0.010812942681362575,0.005273370740603235,0.019571815858095427,-0.13861905073213523,0.1757772744200589,0.15896414303017922,0.10380958160344941,8.0
5,0.16988741330292162,0.17191425234563718,-0.005703853540374342,-0.019073987330979588,-0.03798942683920369,0.036234043703724614,0.04277652559914265,0.045081047484433694,-0.002577656760958536,-0.010710516353519646,4.168064945527927e-05,-0.00039630163021427015,-0.00046656305561722293,0.0006836385461561319,0.0028265482231008823,0.0394180596918763,0.004737540816937817,0.006689838280005871,-0.12751540106701598,-0.0889841844743773,-0.18633228896729634,-0.12193048681487302,0.1663108236415942,-0.011586715600174928,-0.003417631184696804,-0.023881590549370803,0.12963087806160933,0.17833287178883084,0.15730121959761445,0.11209250682854428,17.0
6,-0.024304605661914423,-0.038620673222823476,-0.14693428213439616,-0.16029097929424022,-0.11797093400517687,-0.06191612436002421,-0.04843236808880609,-0.05813904528451763,-0.048915567332562845,-0.0395415782465946,8.312454291015646e-06,-0.0004323049182922557,-0.0005898836632307632,0.0015063001861269998,0.0021185588249892765,-0.004123370092653534,0.005352026561299596,0.037995147361252285,-0.09180786254313589,-0.09921410987225165,-0.1889109199221933,-0.10086749028033361,0.1790201115053335,-0.01868981406906502,-0.007922111939434354,0.03251508330441876,0.10043053861731682,0.18119267966785849,0.15029763060972384,0.15770398685906423,14.0
7,-0.12485774671288243,-0.15100411833978733,-0.09838138003096425,-0.16029097929424022,-0.11797093400517687,0.048903526291141274,0.056987251734344095,-0.022856976924293188,-0.048915567332562845,-0.0395415782465946,0.0003406003933860475,-0.000642644037587497,-0.0005056342908489896,0.0007317670144275405,0.003709129923423109,0.0195993020343919,0.01743840023969908,0.016247251614318586,-0.16127214132024556,-0.11189379058448767,-0.16089581469958092,-0.1159430545706427,0.17630629653800836,-0.031769235160610816,-0.00330967051693192,0.01777284548979795,0.10795462601182207,0.15662379512101646,0.17575409806878098,0.22201255792926688,20.0
8,0.12010471871580189,0.07147257068360545,0.11038028373623486,0.33836956414242264,0.06110134215447792,-0.02450260429420325,-0.0065333748671890755,0.010337046025758512,-0.0006475406748566361,0.006162699509511156,0.00012423878450377123,-0.000503741043099955,-0.0007000186921012896,0.000767078419199718,0.0027881069003742546,0.011653145095653974,0.01618525705690129,-0.009258859803366512,-0.1680588823043401,-0.09371876395776342,-0.13464193588287468,-0.10746206418660371,0.17076348964919327,-0.014794361736893353,-0.0064540692361552306,0.013036327689193725,-0.11910844333279091,0.16727946836474789,0.16062699671011146,0.4454917683356095,7.0
9,-0.07527260250110841,-0.16785345581729427,-0.14693428213439616,-0.16029097929424022,-0.11797093400517687,-0.07375841100706779,-0.072247262822371,-0.05813904528451763,-0.048915567332562845,-0.0395415782465946,3.0159005704381795e-05,-0.00037983492177702576,-0.0007108782375470738,0.0013735594276254074,0.003053924339344907,0.007560245226540278,0.012223588665324494,-0.0021773591747627488,-0.1204030821077443,-0.0938507154175569,-0.21762069518481078,-0.141236196519053,0.1797338952212489,-0.044412643959148644,0.027176511321167416,0.007672920490583434,0.09979924122274139,0.18898274469655543,0.15072379889300763,0.12487176251760013,19.0
10,-0.21533581862121903,-0.16785345581729427,-0.14693428213439616,-0.16029097929424022,-0.11797093400517687,-0.08624174325091312,-0.072247262822371,-0.05813904528451763,-0.048915567332562845,-0.0395415782465946,0.00012425527871064488,-0.0004027466753799258,-0.0008921134561921784,0.0015263124248992707,0.0027598883012442,0.021228608289109586,0.006583041678192869,-0.020295594064114977,-0.12760391985836675,-0.09767043190141272,-0.1868051526660347,-0.12053585385059738,0.16637573422089036,-0.025166377341944615,0.047361633270767485,0.03311128462207267,0.1095481632083601,0.189071051794311,0.13840931543071183,0.05341405081046234,21.0
11,-0.03378702367850865,-0.16785345581729427,-0.14693428213439616,-0.16029097929424022,-0.11797093400517687,-0.055382460856245395,-0.072247262822371,-0.05813904528451763,-0.048915567332562845,-0.0395415782465946,3.582434436903716e-05,-0.00033321426546830296,-0.0005758001295121637,0.0007288231592908807,0.0025867224856890134,0.007307633312085337,0.015553406020719201,-0.001155804292180738,-0.15321534008026833,-0.08989257303304031,-0.18002360157658698,-0.11514229147783824,0.17635455822114163,-0.013589954589986455,-0.013193260159745427,0.00275468064948567,-0.12366328636008063,0.15193681021864217,0.18196638528674533,0.3057407048349128,9.0
12,-0.21533581862121903,-0.16785345581729427,-0.14693428213439616,-0.16029097929424022,-0.11797093400517687,-0.08624174325091312,-0.072247262822371,-0.05813904528451763,-0.048915567332562845,-0.0395415782465946,7.17894697708392e-05,-0.00033429529969812767,-0.0006082116942610238,0.001935305877527285,0.0024512603787077165,0.0026253689449675156,-0.09211754555584303,-0.1396635237173915,-0.4358680764300247,-0.0876194360091168,-0.17999707886000949,-0.1237942734277775,0.13260613995392373,-0.011549380511388999,-0.004333652237411562,-0.00382173324605024,-0.10388653215894396,0.17922206595502177,0.15871622973818544,-0.11101059993978502,3.0
13,0.4681884800749485,0.4275988589217864,0.08143832580487317,0.5094373023743399,-0.10440952238551283,0.18948439988095211,0.05193214577619754,0.011803166241840609,0.02298716560409675,0.018138358240891134,2.3930061232768133e-05,-0.0003951588140733776,-0.0005416604448494004,0.0009343791959867754,0.002338545442115032,0.004659988947137542,0.012228714467776285,-0.01085867538413995,-0.17124603647055017,-0.08852949789807964,-0.17714598295277678,-0.11872860267984005,0.171326584648984,-0.010796072029329747,0.002682500166421941,0.0023636403080212255,-0.12095762809874096,0.17272890294456264,0.1543844767623415,0.5343937405837472,6.0
